SampleDate,Site,BenthicReefSpecies,Latitude,Longitude,Density_m2,Category
9-Aug-13,Resort Point,Strongylocentrotus purpuratus,33.76668875,-118.4270463,7.483333333,
9-Nov-21,Bunker Point,Mesocentrotus franciscanus,33.72563,-118.35286,0.566666667,PVR
9-Nov-21,Bunker Point,Strongylocentrotus purpuratus,33.72563,-118.35286,2.966666667,PVR
9-Nov-21,Burial Grounds,Centrostephanus coronatus,33.72437,-118.34743,0.016666667,PVR
9-Nov-21,Burial Grounds,Mesocentrotus franciscanus,33.72437,-118.34743,0.4,PVR
9-Nov-21,Burial Grounds,Strongylocentrotus purpuratus,33.72437,-118.34743,0.566666667,PVR
9-Nov-21,3 Palms West,Mesocentrotus franciscanus,33.719952,-118.334536,0.316666667,PVR
9-Nov-21,3 Palms West,Strongylocentrotus purpuratus,33.71998571,-118.33451,0.65,PVR
9-Oct-08,Resort Point,Mesocentrotus franciscanus,33.766695,-118.426585,2.733333333,
9-Oct-08,Resort Point,Patiria miniata,33.76669444,-118.4266422,0.966666667,
9-Oct-08,Resort Point,Pisaster giganteus,33.76669667,-118.4264133,0.316666667,
9-Oct-08,Resort Point,Pisaster ochraceus,33.76669857,-118.4262171,0.183333333,
9-Oct-08,Resort Point,Strongylocentrotus purpuratus,33.76669545,-118.4265382,4.066666667,
9-Oct-15,Resort Point,Mesocentrotus franciscanus,33.76669,-118.4271,1.133333333,
9-Oct-15,Resort Point,Strongylocentrotus purpuratus,33.76669,-118.4271,2.5,
9-Oct-18,Hawthorne Reef,Centrostephanus coronatus,33.74702875,-118.4169825,0.35,
9-Oct-18,Hawthorne Reef,Mesocentrotus franciscanus,33.74703909,-118.4168982,0.9,
9-Oct-18,Hawthorne Reef,Pisaster giganteus,33.74711,-118.41632,0.016666667,
9-Oct-18,Hawthorne Reef,Strongylocentrotus purpuratus,33.74705091,-118.4168018,3.983333333,
9-Oct-18,Burial Grounds,Patiria miniata,33.72206,-118.34868,0.05,PVR
9-Oct-18,3 Palms East,Centrostephanus coronatus,33.7142,-118.33394,0.033333333,PVR
9-Oct-18,3 Palms East,Lytechinus pictus,33.7142,-118.33394,0.5,PVR
9-Oct-18,3 Palms East,Mesocentrotus franciscanus,33.7142,-118.33394,0.216666667,PVR
9-Oct-18,3 Palms East,Patiria miniata,33.7142,-118.33394,0.066666667,PVR
9-Sep-16,Bunker Point,Centrostephanus coronatus,33.72529,-118.3536,0.016666667,PVR
9-Sep-16,Bunker Point,Mesocentrotus franciscanus,33.72528,-118.3534275,0.066666667,PVR
9-Sep-16,Bunker Point,Strongylocentrotus purpuratus,33.72527,-118.353255,0.033333333,PVR
10-Aug-11,Bunker Point,Mesocentrotus franciscanus,33.72491,-118.35365,1.3,PVR
10-Aug-11,Bunker Point,Patiria miniata,33.72491,-118.35365,0.366666667,PVR
10-Aug-11,Bunker Point,Pisaster giganteus,33.72491,-118.35365,0.183333333,PVR
10-Aug-11,Bunker Point,Pycnopodia helianthoides,33.72491,-118.35365,0.016666667,PVR
10-Aug-11,Bunker Point,Strongylocentrotus purpuratus,33.72491,-118.35365,0.2,PVR
10-Aug-12,Point Vicente West,Henricia sp,33.73879,-118.41449,0.05,
10-Aug-12,Point Vicente West,Linckia columbiae,33.7391,-118.41418,0.016666667,
10-Aug-12,Point Vicente West,Lytechinus pictus,33.73848,-118.4148,0.05,
10-Aug-12,Point Vicente West,Mesocentrotus franciscanus,33.73985333,-118.4137524,4.066666667,
10-Aug-12,Point Vicente West,Patiria miniata,33.7392,-118.414285,5.666666667,
10-Aug-12,Point Vicente West,Pisaster brevispinus,33.7391,-118.41418,0.016666667,
10-Aug-12,Point Vicente West,Pisaster giganteus,33.73971238,-118.4138781,1.016666667,
10-Aug-12,Point Vicente West,Pisaster ochraceus,33.74040538,-118.4133377,0.5,
10-Aug-12,Point Vicente West,Pycnopodia helianthoides,33.73848,-118.4148,0.016666667,
10-Aug-12,Point Vicente West,Strongylocentrotus purpuratus,33.74011714,-118.4136057,13.1,
10-Feb-05,Point Vicente West,Centrostephanus coronatus,33.74011667,-118.4135433,2.866666667,
10-Feb-05,Point Vicente West,Dermasterias imbricata,33.73998667,-118.41384,0.266666667,
10-Feb-05,Point Vicente West,Mesocentrotus franciscanus,33.739976,-118.413696,0.333333333,
10-Feb-05,Point Vicente West,Patiria miniata,33.73996,-118.41348,0.366666667,
10-Feb-05,Point Vicente West,Pisaster brevispinus,33.7402925,-118.4133525,0.516666667,
10-Feb-05,Point Vicente West,Pisaster giganteus,33.74011667,-118.4135433,1.05,
10-Feb-05,Point Vicente West,Pisaster ochraceus,33.7402925,-118.4133525,0.216666667,
10-Feb-05,Point Vicente West,Pycnopodia helianthoides,33.7391,-118.41418,0.016666667,
10-Feb-05,Point Vicente West,Strongylocentrotus purpuratus,33.74011667,-118.4135433,38.71666667,
10-Feb-16,Rocky Point North,Strongylocentrotus purpuratus,33.77958,-118.4278,0.016666667,
10-Feb-16,Honeymoon Cove,Mesocentrotus franciscanus,33.76486,-118.4234,0.05,
10-Feb-16,Honeymoon Cove,Strongylocentrotus purpuratus,33.76486,-118.4234,0.133333333,
10-Feb-16,Point Vicente West,Mesocentrotus franciscanus,33.74082,-118.41278,0.016666667,
10-Feb-16,Point Vicente West,Strongylocentrotus purpuratus,33.74082,-118.41278,0.383333333,
10-Jul-12,Bunker Point,Mesocentrotus franciscanus,33.72539667,-118.3532383,1.233333333,PVR
10-Jul-12,Bunker Point,Patiria miniata,33.72508273,-118.3536273,0.65,PVR
10-Jul-12,Bunker Point,Pisaster giganteus,33.725302,-118.3533667,0.6,PVR
10-Jul-12,Bunker Point,Pisaster ochraceus,33.725562,-118.353008,0.1,PVR
10-Jul-12,Bunker Point,Strongylocentrotus purpuratus,33.72539667,-118.3532383,6.283333333,PVR
10-Jun-11,Hawthorne Reef,Linckia columbiae,33.74698,-118.41738,0.016666667,
10-Jun-11,Hawthorne Reef,Mesocentrotus franciscanus,33.74698,-118.41738,0.833333333,
10-Jun-11,Hawthorne Reef,Orthasterias koehleri,33.74698,-118.41738,0.016666667,
10-Jun-11,Hawthorne Reef,Patiria miniata,33.74698,-118.41738,2.45,
10-Jun-11,Hawthorne Reef,Pisaster brevispinus,33.74698,-118.41738,0.083333333,
10-Jun-11,Hawthorne Reef,Pisaster giganteus,33.74698,-118.41738,0.2,
10-Jun-11,Hawthorne Reef,Pycnopodia helianthoides,33.74698,-118.41738,0.35,
10-Jun-11,Hawthorne Reef,Strongylocentrotus purpuratus,33.74698,-118.41738,0.033333333,
10-Jun-11,KOU Rock,Mesocentrotus franciscanus,33.7209,-118.33718,1.883333333,PVR
10-Jun-11,KOU Rock,Patiria miniata,33.7207,-118.3373,0.566666667,PVR
10-Jun-11,KOU Rock,Pisaster giganteus,33.7209,-118.33718,1.033333333,PVR
10-Jun-11,KOU Rock,Pisaster ochraceus,33.72103333,-118.3371,0.05,PVR
10-Jun-11,KOU Rock,Strongylocentrotus purpuratus,33.72093636,-118.3371582,2.833333333,PVR
10-Jun-16,Rocky Point North,Henricia sp,33.78084,-118.43033,0.016666667,
10-Jun-16,Rocky Point North,Mesocentrotus franciscanus,33.78084,-118.43033,0.383333333,
10-Jun-16,Rocky Point North,Strongylocentrotus purpuratus,33.78084,-118.43033,0.05,
10-Jun-16,Rocky Point South,Henricia sp,33.77644,-118.4328,0.05,
10-Jun-16,Rocky Point South,Mesocentrotus franciscanus,33.77625,-118.43212,0.366666667,
10-Jun-16,Rocky Point South,Patiria miniata,33.77644,-118.4328,0.366666667,
10-Jun-16,Rocky Point South,Strongylocentrotus purpuratus,33.776174,-118.431848,0.233333333,
10-Nov-21,Burial Grounds,Mesocentrotus franciscanus,33.72333,-118.34777,0.116666667,PVR
10-Nov-21,Burial Grounds,Patiria miniata,33.72206,-118.34868,0.35,PVR
10-Nov-21,Burial Grounds,Strongylocentrotus purpuratus,33.72333,-118.34777,0.066666667,PVR
10-Nov-21,Cape Point,Mesocentrotus franciscanus,33.72008,-118.34068,0.05,PVR
10-Nov-21,Cape Point,Strongylocentrotus purpuratus,33.72008,-118.34068,0.066666667,PVR
10-Oct-18,Lunada Bay,Centrostephanus coronatus,33.77089,-118.43263,0.116666667,
10-Oct-18,Lunada Bay,Mesocentrotus franciscanus,33.77119667,-118.43212,0.333333333,
10-Oct-18,Lunada Bay,Pisaster giganteus,33.77135,-118.431865,0.033333333,
10-Oct-18,Lunada Bay,Strongylocentrotus purpuratus,33.77150333,-118.43161,1.233333333,
10-Oct-18,Old 18th,Astropecten armatus,33.72096,-118.34545,0.05,PVR
10-Oct-18,Old 18th,Luidia armata,33.72096,-118.34545,0.016666667,PVR
10-Oct-18,Old 18th,Patiria miniata,33.72096,-118.34545,0.1,PVR
10-Oct-18,Cape Point,Lytechinus pictus,33.71822,-118.34137,0.05,PVR
10-Oct-18,Cape Point,Patiria miniata,33.71822,-118.34137,0.1,PVR
11-Aug-22,Rocky Point South,Strongylocentrotus purpuratus,33.77511,-118.42804,0.1,
11-Aug-22,Old 18th,Patiria miniata,33.7221,-118.34451,0.033333333,PVR
11-Aug-22,Old 18th,Pisaster giganteus,33.7221,-118.34451,0.016666667,PVR
11-Aug-22,Cape Point,Henricia sp,33.71822,-118.34137,0.016666667,PVR
11-Aug-22,Cape Point,Mesocentrotus franciscanus,33.71875143,-118.3411729,1.016666667,PVR
11-Aug-22,Cape Point,Patiria miniata,33.71915,-118.341025,0.1,PVR
11-Aug-22,Cape Point,Strongylocentrotus purpuratus,33.71946,-118.34091,0.133333333,PVR
11-Jul-14,Rocky Point North,Mesocentrotus franciscanus,33.77995333,-118.42854,0.15,
11-Jul-14,Rocky Point North,Strongylocentrotus purpuratus,33.77986,-118.428355,0.133333333,
11-Jul-14,Honeymoon Cove,Henricia sp,33.76396,-118.42692,0.033333333,
11-Jul-14,Honeymoon Cove,Mesocentrotus franciscanus,33.76396,-118.42692,0.25,
11-Jul-14,Honeymoon Cove,Patiria miniata,33.76396,-118.42692,0.383333333,
11-Jul-14,Honeymoon Cove,Strongylocentrotus purpuratus,33.76396,-118.42692,0.016666667,
11-Jun-13,Point Vicente West,Mesocentrotus franciscanus,33.73848,-118.4148,0.35,
11-Jun-13,Point Vicente West,Patiria miniata,33.73848,-118.4148,0.75,
11-Jun-13,Point Vicente West,Pisaster brevispinus,33.73848,-118.4148,0.016666667,
11-Jun-13,Point Vicente West,Pisaster giganteus,33.73848,-118.4148,0.166666667,
11-Jun-13,Point Vicente West,Pycnopodia helianthoides,33.73848,-118.4148,0.016666667,
11-Jun-21,Rocky Point North,Henricia sp,33.78084,-118.43033,0.033333333,
11-Jun-21,Rocky Point North,Linckia columbiae,33.78084,-118.43033,0.066666667,
11-Jun-21,Rocky Point North,Mesocentrotus franciscanus,33.78056,-118.429762,0.216666667,
11-Jun-21,Rocky Point North,Strongylocentrotus purpuratus,33.78049,-118.42962,0.6,
11-Nov-22,Old 18th,Strongylocentrotus purpuratus,33.72405,-118.3431,0.066666667,PVR
11-Oct-17,Lunada Bay,Astrometis sertulifera,33.77149,-118.43487,0.033333333,
11-Oct-17,Lunada Bay,Centrostephanus coronatus,33.77149,-118.43487,0.016666667,
11-Oct-17,Lunada Bay,Henricia sp,33.77129,-118.4341233,0.066666667,
11-Oct-17,Lunada Bay,Mesocentrotus franciscanus,33.77125889,-118.4334556,0.5,
11-Oct-17,Lunada Bay,Strongylocentrotus purpuratus,33.77130167,-118.4312833,0.133333333,
11-Sep-09,3 Palms East,Lytechinus pictus,33.7142,-118.33394,7.133333333,PVR
11-Sep-09,3 Palms East,Mesocentrotus franciscanus,33.7174,-118.3325133,0.216666667,PVR
11-Sep-09,3 Palms East,Patiria miniata,33.7142,-118.33394,0.166666667,PVR
11-Sep-09,3 Palms East,Pisaster brevispinus,33.719,-118.3318,0.016666667,PVR
11-Sep-09,3 Palms East,Pisaster giganteus,33.71686667,-118.3327511,0.316666667,PVR
11-Sep-09,3 Palms East,Pisaster ochraceus,33.719,-118.3318,0.116666667,PVR
11-Sep-09,3 Palms East,Strongylocentrotus purpuratus,33.719,-118.3318,0.633333333,PVR
12-Aug-14,Resort Point,Centrostephanus coronatus,33.76667,-118.42843,0.016666667,
12-Aug-14,Resort Point,Lytechinus pictus,33.76667,-118.42843,0.016666667,
12-Aug-14,Resort Point,Mesocentrotus franciscanus,33.76659067,-118.427738,2.216666667,
12-Aug-14,Resort Point,Patiria miniata,33.76639,-118.4286292,0.766666667,
12-Aug-14,Resort Point,Strongylocentrotus purpuratus,33.76661111,-118.4273122,14.18333333,
12-Aug-16,Point Vicente West,Centrostephanus coronatus,33.7391,-118.41418,0.166666667,
12-Aug-16,Point Vicente West,Mesocentrotus franciscanus,33.7391,-118.41418,1.316666667,
12-Aug-16,Point Vicente West,Patiria miniata,33.7391,-118.41418,0.083333333,
12-Aug-16,Point Vicente West,Strongylocentrotus purpuratus,33.7391,-118.41418,0.333333333,
12-Jun-13,Honeymoon Cove,Mesocentrotus franciscanus,33.76396,-118.42692,0.083333333,
12-Jun-13,Honeymoon Cove,Patiria miniata,33.76396,-118.42692,0.716666667,
12-Jun-13,Honeymoon Cove,Pisaster giganteus,33.76396,-118.42692,0.016666667,
12-Jun-19,Honeymoon Cove,Linckia columbiae,33.76486,-118.4234,0.016666667,
12-Jun-19,Honeymoon Cove,Mesocentrotus franciscanus,33.76486,-118.4234,0.083333333,
12-Jun-19,Honeymoon Cove,Strongylocentrotus purpuratus,33.76486,-118.4234,0.533333333,
12-Nov-21,Old 18th,Patiria miniata,33.72405,-118.3431,0.016666667,PVR
12-Nov-21,Old 18th,Strongylocentrotus purpuratus,33.72405,-118.3431,0.05,PVR
12-Nov-21,Cape Point,Mesocentrotus franciscanus,33.72164,-118.34029,0.083333333,PVR
12-Nov-21,Cape Point,Patiria miniata,33.72164,-118.34029,0.033333333,PVR
12-Nov-21,Cape Point,Strongylocentrotus purpuratus,33.72164,-118.34029,0.05,PVR
12-Oct-11,Rocky Point South,Mesocentrotus franciscanus,33.77511,-118.42804,0.033333333,
12-Oct-11,Rocky Point South,Pisaster ochraceus,33.77511,-118.42804,0.033333333,
12-Oct-11,Rocky Point South,Strongylocentrotus purpuratus,33.77511,-118.42804,0.433333333,
12-Oct-11,Point Vicente West,Mesocentrotus franciscanus,33.74064273,-118.4131845,1.316666667,
12-Oct-11,Point Vicente West,Patiria miniata,33.74043,-118.41367,3.416666667,
12-Oct-11,Point Vicente West,Pisaster giganteus,33.74064273,-118.4131845,0.783333333,
12-Oct-11,Point Vicente West,Pisaster ochraceus,33.740664,-118.413136,0.566666667,
12-Oct-11,Point Vicente West,Pycnopodia helianthoides,33.74043,-118.41367,0.083333333,
12-Oct-11,Point Vicente West,Strongylocentrotus purpuratus,33.74064273,-118.4131845,6.416666667,
12-Oct-16,Burial Grounds,Mesocentrotus franciscanus,33.72402333,-118.3475433,0.05,PVR
12-Oct-16,Burial Grounds,Strongylocentrotus purpuratus,33.72471667,-118.34727,0.066666667,PVR
13-Aug-07,Rocky Point North,Centrostephanus coronatus,33.78084,-118.43033,0.35,
13-Aug-07,Rocky Point North,Henricia sp,33.78084,-118.43033,0.05,
13-Aug-07,Rocky Point North,Pisaster giganteus,33.78072333,-118.4300933,1.033333333,
13-Jul-12,Hawthorne Reef,Patiria miniata,33.74674,-118.41981,1.3,
13-Jul-12,Hawthorne Reef,Pisaster giganteus,33.74674,-118.41981,0.1,
13-Jul-18,Honeymoon Cove,Mesocentrotus franciscanus,33.76423,-118.42428,0.3,
13-Jul-18,Honeymoon Cove,Pisaster ochraceus,33.76423,-118.42428,0.016666667,
13-Jul-18,Honeymoon Cove,Strongylocentrotus purpuratus,33.76423,-118.42428,0.383333333,
13-Jul-22,Hawthorne Reef,Mesocentrotus franciscanus,33.74718,-118.4153,0.95,
13-Jul-22,Hawthorne Reef,Patiria miniata,33.74718,-118.4153,0.016666667,
13-Jul-22,Hawthorne Reef,Strongylocentrotus purpuratus,33.74718,-118.4153,0.95,
13-Jun-18,Honeymoon Cove,Centrostephanus coronatus,33.76394,-118.42582,0.016666667,
13-Jun-18,Honeymoon Cove,Henricia sp,33.76394,-118.42582,0.083333333,
13-Jun-18,Honeymoon Cove,Linckia columbiae,33.76394,-118.42582,0.016666667,
13-Jun-18,Honeymoon Cove,Mesocentrotus franciscanus,33.76394,-118.42582,0.833333333,
13-Jun-18,Honeymoon Cove,Patiria miniata,33.76394,-118.42582,0.25,
13-Jun-18,Honeymoon Cove,Strongylocentrotus purpuratus,33.76394,-118.42582,1.016666667,
13-Mar-12,Honeymoon Cove,Mesocentrotus franciscanus,33.76437294,-118.4247459,1.733333333,
13-Mar-12,Honeymoon Cove,Patiria miniata,33.76432,-118.4249529,2.166666667,
13-Mar-12,Honeymoon Cove,Pisaster giganteus,33.76426857,-118.4250343,0.35,
13-Mar-12,Honeymoon Cove,Pisaster ochraceus,33.764608,-118.423752,0.1,
13-Mar-12,Honeymoon Cove,Pycnopodia helianthoides,33.76396,-118.42692,0.016666667,
13-Mar-12,Honeymoon Cove,Strongylocentrotus purpuratus,33.76446143,-118.42428,37.43333333,
13-May-11,Lunada Bay,Mesocentrotus franciscanus,33.771665,-118.429355,5.383333333,
13-May-11,Lunada Bay,Patiria miniata,33.77181,-118.4311,0.25,
13-May-11,Lunada Bay,Pisaster brevispinus,33.77181,-118.4311,0.016666667,
13-May-11,Lunada Bay,Pisaster giganteus,33.77176857,-118.4306014,0.466666667,
13-May-11,Lunada Bay,Pisaster ochraceus,33.7715925,-118.4284825,0.1,
13-May-11,Lunada Bay,Strongylocentrotus purpuratus,33.771665,-118.429355,9.416666667,
13-May-11,Hawthorne Reef,Mesocentrotus franciscanus,33.74718,-118.4153,1.316666667,
13-May-11,Hawthorne Reef,Patiria miniata,33.74718,-118.4153,0.333333333,
13-May-11,Hawthorne Reef,Pisaster giganteus,33.74718,-118.4153,0.283333333,
13-May-11,Hawthorne Reef,Pisaster ochraceus,33.74718,-118.4153,0.516666667,
13-May-11,Hawthorne Reef,Strongylocentrotus purpuratus,33.74718,-118.4153,47,
13-Nov-15,KOU Rock,Mesocentrotus franciscanus,33.7213,-118.33694,0.016666667,PVR
13-Nov-15,KOU Rock,Strongylocentrotus purpuratus,33.7213,-118.33694,0.1,PVR
13-Nov-21,Old 18th,Patiria miniata,33.72096,-118.34545,0.05,PVR
13-Nov-21,Old 18th,Pisaster giganteus,33.7221,-118.34451,0.016666667,PVR
13-Nov-21,Cape Point,Astropecten armatus,33.71822,-118.34137,0.016666667,PVR
13-Nov-21,Cape Point,Patiria miniata,33.71822,-118.34137,0.05,PVR
13-Oct-15,KOU Rock,Patiria miniata,33.7172,-118.33928,0.016666667,PVR
13-Oct-17,3 Palms East,Lytechinus pictus,33.7142,-118.33394,0.05,PVR
13-Oct-17,3 Palms East,Mesocentrotus franciscanus,33.71629667,-118.3328433,0.1,PVR
13-Oct-17,3 Palms East,Patiria miniata,33.7142,-118.33394,0.1,PVR
13-Oct-17,3 Palms East,Sclerasterias heteropaes,33.7142,-118.33394,0.016666667,PVR
13-Oct-17,3 Palms East,Strongylocentrotus purpuratus,33.71668,-118.33309,0.016666667,PVR
13-Sep-19,KOU Rock,Centrostephanus coronatus,33.71771,-118.33913,0.033333333,PVR
13-Sep-19,KOU Rock,Mesocentrotus franciscanus,33.71923143,-118.3381743,0.266666667,PVR
13-Sep-19,KOU Rock,Patiria miniata,33.717404,-118.33922,0.733333333,PVR
13-Sep-19,KOU Rock,Strongylocentrotus purpuratus,33.72021571,-118.3375957,0.35,PVR
14-Aug-19,Bunker Point,Centrostephanus coronatus,33.7243,-118.35386,0.016666667,PVR
14-Aug-19,Bunker Point,Mesocentrotus franciscanus,33.724605,-118.353755,0.116666667,PVR
14-Aug-19,Bunker Point,Patiria miniata,33.7243,-118.35386,0.15,PVR
14-Aug-19,Bunker Point,Strongylocentrotus purpuratus,33.72491,-118.35365,0.016666667,PVR
14-Aug-20,Hawthorne Reef,Mesocentrotus franciscanus,33.74718,-118.4153,0.05,
14-Aug-20,Hawthorne Reef,Pisaster ochraceus,33.74718,-118.4153,0.016666667,
14-Aug-20,Hawthorne Reef,Strongylocentrotus purpuratus,33.74718,-118.4153,0.433333333,
14-Aug-20,Point Vicente West,Centrostephanus coronatus,33.73945333,-118.4140167,0.3,
14-Aug-20,Point Vicente West,Mesocentrotus franciscanus,33.73938,-118.4141178,2.183333333,
14-Aug-20,Point Vicente West,Patiria miniata,33.738635,-118.414645,1.266666667,
14-Aug-20,Point Vicente West,Pisaster giganteus,33.7391,-118.41418,0.066666667,
14-Aug-20,Point Vicente West,Strongylocentrotus purpuratus,33.739976,-118.413696,1.333333333,
14-Jun-19,Point Vicente West,Centrostephanus coronatus,33.74082,-118.41278,0.016666667,
14-Jun-19,Point Vicente West,Mesocentrotus franciscanus,33.74082,-118.41278,0.1,
14-Jun-19,Point Vicente West,Strongylocentrotus purpuratus,33.74082,-118.41278,0.5,
14-Nov-18,Bunker Point,Patiria miniata,33.7243,-118.35386,0.05,PVR
14-Oct-15,Rocky Point South,Mesocentrotus franciscanus,33.7767,-118.43029,0.066666667,
14-Oct-15,Rocky Point South,Strongylocentrotus purpuratus,33.7767,-118.43029,0.216666667,
14-Oct-15,Resort Point,Strongylocentrotus purpuratus,33.7667,-118.42607,0.733333333,
14-Oct-16,3 Palms West,Mesocentrotus franciscanus,33.71594,-118.33688,0.033333333,PVR
14-Oct-16,3 Palms West,Patiria miniata,33.71594,-118.33688,0.033333333,PVR
14-Oct-16,3 Palms East,Henricia sp,33.7142,-118.33394,0.016666667,PVR
14-Oct-16,3 Palms East,Linckia columbiae,33.7142,-118.33394,0.05,PVR
14-Oct-16,3 Palms East,Mesocentrotus franciscanus,33.71585333,-118.3333733,0.1,PVR
14-Oct-16,3 Palms East,Patiria miniata,33.7142,-118.33394,0.166666667,PVR
14-Oct-16,3 Palms East,Pisaster giganteus,33.71668,-118.33309,0.016666667,PVR
14-Oct-16,3 Palms East,Strongylocentrotus purpuratus,33.71668,-118.33309,0.083333333,PVR
14-Sep-16,Lunada Bay,Mesocentrotus franciscanus,33.77181,-118.4311,0.033333333,
14-Sep-16,Lunada Bay,Strongylocentrotus purpuratus,33.77181,-118.4311,0.05,
14-Sep-18,3 Palms West,Lytechinus pictus,33.71594,-118.33688,1.233333333,PVR
14-Sep-18,3 Palms West,Mesocentrotus franciscanus,33.71594,-118.33688,0.266666667,PVR
14-Sep-18,3 Palms West,Patiria miniata,33.71594,-118.33688,0.066666667,PVR
14-Sep-22,Rocky Point South,Henricia sp,33.77727,-118.43464,0.1,
14-Sep-22,Rocky Point South,Linckia columbiae,33.7767,-118.43029,0.016666667,
14-Sep-22,Rocky Point South,Mesocentrotus franciscanus,33.77701091,-118.4326627,1.283333333,
14-Sep-22,Rocky Point South,Patiria miniata,33.77727,-118.43464,0.033333333,
14-Sep-22,Rocky Point South,Pisaster giganteus,33.77727,-118.43464,0.016666667,
14-Sep-22,Rocky Point South,Sclerasterias heteropaes,33.77727,-118.43464,0.016666667,
14-Sep-22,Rocky Point South,Strongylocentrotus purpuratus,33.7767,-118.43029,0.316666667,
15-Aug-18,Rocky Point South,Centrostephanus coronatus,33.77644,-118.4328,0.016666667,
15-Aug-18,Rocky Point South,Henricia sp,33.77671667,-118.4334133,0.133333333,
15-Aug-18,Rocky Point South,Linckia columbiae,33.77644,-118.4328,0.016666667,
15-Aug-18,Rocky Point South,Mesocentrotus franciscanus,33.776772,-118.433536,0.466666667,
15-Aug-18,Rocky Point South,Patiria miniata,33.77699333,-118.4340267,0.1,
15-Aug-18,Rocky Point South,Pisaster giganteus,33.77644,-118.4328,0.016666667,
15-Aug-18,Rocky Point South,Strongylocentrotus purpuratus,33.77644,-118.4328,3.2,
15-Aug-18,Point Vicente West,Centrostephanus coronatus,33.74043,-118.41367,0.016666667,
15-Aug-18,Point Vicente West,Mesocentrotus franciscanus,33.74043,-118.41367,0.933333333,
15-Aug-18,Point Vicente West,Strongylocentrotus purpuratus,33.74043,-118.41367,1.516666667,
15-Dec-17,Cape Point,Mesocentrotus franciscanus,33.72164,-118.34029,0.05,PVR
15-Jul-20,Resort Point,Centrostephanus coronatus,33.76661,-118.427999,0.433333333,
15-Jul-20,Resort Point,Henricia sp,33.76644333,-118.4287667,0.083333333,
15-Jul-20,Resort Point,Mesocentrotus franciscanus,33.76646375,-118.42833,2.033333333,
15-Jul-20,Resort Point,Patiria miniata,33.76633,-118.428935,0.883333333,
15-Jul-20,Resort Point,Pisaster giganteus,33.766685,-118.4274325,0.066666667,
15-Jul-20,Resort Point,Strongylocentrotus purpuratus,33.766542,-118.4281,3.316666667,
15-Jul-22,Bunker Point,Centrostephanus coronatus,33.72529,-118.3536,0.016666667,PVR
15-Jul-22,Bunker Point,Henricia sp,33.7243,-118.35386,0.016666667,PVR
15-Jul-22,Bunker Point,Lytechinus pictus,33.7243,-118.35386,0.016666667,PVR
15-Jul-22,Bunker Point,Mesocentrotus franciscanus,33.72522667,-118.3536083,0.35,PVR
15-Jul-22,Bunker Point,Patiria miniata,33.7243,-118.35386,0.216666667,PVR
15-Jul-22,Bunker Point,Strongylocentrotus purpuratus,33.72529,-118.3536,0.383333333,PVR
15-Jul-22,Burial Grounds,Mesocentrotus franciscanus,33.72437,-118.34743,0.266666667,PVR
15-Jul-22,Burial Grounds,Patiria miniata,33.72489,-118.34719,0.05,PVR
15-Jul-22,Burial Grounds,Strongylocentrotus purpuratus,33.72437,-118.34743,0.433333333,PVR
15-Jun-17,Rocky Point North,Henricia sp,33.78123,-118.432076,0.083333333,
15-Jun-17,Rocky Point North,Linckia columbiae,33.78084,-118.43033,0.016666667,
15-Jun-17,Rocky Point North,Mesocentrotus franciscanus,33.78112889,-118.4316233,0.45,
15-Jun-17,Rocky Point North,Patiria miniata,33.78149,-118.43324,0.066666667,
15-Jun-17,Rocky Point North,Pisaster giganteus,33.78084,-118.43033,0.016666667,
15-Jun-17,Rocky Point North,Strongylocentrotus purpuratus,33.78084,-118.43033,0.083333333,
15-Jun-18,Honeymoon Cove,Henricia sp,33.76396,-118.42692,0.05,
15-Jun-18,Honeymoon Cove,Mesocentrotus franciscanus,33.76396,-118.42692,0.25,
15-Jun-18,Honeymoon Cove,Orthasterias koehleri,33.76396,-118.42692,0.033333333,
15-Jun-18,Honeymoon Cove,Patiria miniata,33.76396,-118.42692,0.883333333,
15-Jun-18,Honeymoon Cove,Strongylocentrotus purpuratus,33.76396,-118.42692,0.016666667,
15-Nov-17,3 Palms West,Lytechinus pictus,33.71594,-118.33688,0.05,PVR
15-Nov-17,3 Palms West,Mesocentrotus franciscanus,33.717345,-118.3359975,0.2,PVR
15-Nov-17,3 Palms West,Patiria miniata,33.71594,-118.33688,0.133333333,PVR
15-Oct-10,Hawthorne Reef,Linckia columbiae,33.74698,-118.41738,0.016666667,
15-Oct-10,Hawthorne Reef,Mesocentrotus franciscanus,33.74706125,-118.4167175,1.5,
15-Oct-10,Hawthorne Reef,Patiria miniata,33.747045,-118.41685,6.65,
15-Oct-10,Hawthorne Reef,Pisaster brevispinus,33.74702333,-118.4170267,0.05,
15-Oct-10,Hawthorne Reef,Pisaster giganteus,33.74705091,-118.4168018,0.55,
15-Oct-10,Hawthorne Reef,Pisaster ochraceus,33.747045,-118.41685,0.033333333,
15-Oct-10,Hawthorne Reef,Pycnopodia helianthoides,33.74706667,-118.4166733,0.066666667,
15-Oct-10,Hawthorne Reef,Strongylocentrotus purpuratus,33.74711,-118.41632,2.683333333,
15-Oct-20,Burial Grounds,Mesocentrotus franciscanus,33.72437,-118.34743,0.433333333,PVR
15-Oct-20,Burial Grounds,Strongylocentrotus purpuratus,33.72437,-118.34743,0.233333333,PVR
