"SampleYear","Era","Site","BenthicReefSpecies","DiveReplicate","DepthZone","Density_m2"
2016,"Pre-Construction","3 Palms West","Pisaster ochraceus","1","Outer",0
2016,"Pre-Construction","3 Palms West","Pisaster ochraceus","1","Deep",0
2016,"Pre-Construction","3 Palms West","Pisaster ochraceus","2","Inner",0
2016,"Pre-Construction","3 Palms West","Pisaster ochraceus","2","Middle",0
2016,"Pre-Construction","3 Palms West","Pisaster ochraceus","2","Outer",0
2016,"Pre-Construction","3 Palms West","Pisaster ochraceus","2","Deep",0
2016,"Pre-Construction","3 Palms West","Strongylocentrotus purpuratus","1","Inner",0
2016,"Pre-Construction","3 Palms West","Strongylocentrotus purpuratus","1","Middle",0
2016,"Pre-Construction","3 Palms West","Strongylocentrotus purpuratus","1","Outer",0
2016,"Pre-Construction","3 Palms West","Strongylocentrotus purpuratus","1","Deep",0
2016,"Pre-Construction","3 Palms West","Strongylocentrotus purpuratus","2","Inner",0
2016,"Pre-Construction","3 Palms West","Strongylocentrotus purpuratus","2","Middle",0.0833333333333333
2016,"Pre-Construction","3 Palms West","Strongylocentrotus purpuratus","2","Outer",0
2016,"Pre-Construction","3 Palms West","Strongylocentrotus purpuratus","2","Deep",0
2016,"Pre-Construction","3 Palms East","Apostichopus californicus","1","Inner",0
2016,"Pre-Construction","3 Palms East","Apostichopus californicus","1","Middle",0
2016,"Pre-Construction","3 Palms East","Apostichopus californicus","1","Outer",0
2016,"Pre-Construction","3 Palms East","Apostichopus californicus","1","Deep",0
2016,"Pre-Construction","3 Palms East","Apostichopus californicus","2","Inner",0
2016,"Pre-Construction","3 Palms East","Apostichopus californicus","2","Middle",0
2016,"Pre-Construction","3 Palms East","Apostichopus californicus","2","Outer",0
2016,"Pre-Construction","3 Palms East","Apostichopus californicus","2","Deep",0
2016,"Pre-Construction","3 Palms East","Apostichopus parvimensis","1","Inner",0
2016,"Pre-Construction","3 Palms East","Apostichopus parvimensis","1","Middle",0
2016,"Pre-Construction","3 Palms East","Apostichopus parvimensis","1","Outer",0
2016,"Pre-Construction","3 Palms East","Apostichopus parvimensis","1","Deep",0
2016,"Pre-Construction","3 Palms East","Apostichopus parvimensis","2","Inner",0
2016,"Pre-Construction","3 Palms East","Apostichopus parvimensis","2","Middle",0
2016,"Pre-Construction","3 Palms East","Apostichopus parvimensis","2","Outer",0
2016,"Pre-Construction","3 Palms East","Apostichopus parvimensis","2","Deep",0
2016,"Pre-Construction","3 Palms East","Mesocentrotus franciscanus","1","Inner",0
2016,"Pre-Construction","3 Palms East","Mesocentrotus franciscanus","1","Middle",0
2016,"Pre-Construction","3 Palms East","Mesocentrotus franciscanus","1","Outer",0
2016,"Pre-Construction","3 Palms East","Mesocentrotus franciscanus","1","Deep",0
2016,"Pre-Construction","3 Palms East","Mesocentrotus franciscanus","2","Inner",0
2016,"Pre-Construction","3 Palms East","Mesocentrotus franciscanus","2","Middle",0
2016,"Pre-Construction","3 Palms East","Mesocentrotus franciscanus","2","Outer",0.0833333333333333
2016,"Pre-Construction","3 Palms East","Mesocentrotus franciscanus","2","Deep",0.0166666666666667
2016,"Pre-Construction","3 Palms East","Patiria miniata","1","Inner",0
2016,"Pre-Construction","3 Palms East","Patiria miniata","1","Middle",0
2016,"Pre-Construction","3 Palms East","Patiria miniata","1","Outer",0
2016,"Pre-Construction","3 Palms East","Patiria miniata","1","Deep",0.0833333333333333
2016,"Pre-Construction","3 Palms East","Patiria miniata","2","Inner",0
2016,"Pre-Construction","3 Palms East","Patiria miniata","2","Middle",0
2016,"Pre-Construction","3 Palms East","Patiria miniata","2","Outer",0
2016,"Pre-Construction","3 Palms East","Patiria miniata","2","Deep",0.0833333333333333
2016,"Pre-Construction","3 Palms East","Pisaster giganteus","1","Inner",0
2016,"Pre-Construction","3 Palms East","Pisaster giganteus","1","Middle",0
2016,"Pre-Construction","3 Palms East","Pisaster giganteus","1","Outer",0
2016,"Pre-Construction","3 Palms East","Pisaster giganteus","1","Deep",0
2016,"Pre-Construction","3 Palms East","Pisaster giganteus","2","Inner",0
2016,"Pre-Construction","3 Palms East","Pisaster giganteus","2","Middle",0
2016,"Pre-Construction","3 Palms East","Pisaster giganteus","2","Outer",0.0166666666666667
2016,"Pre-Construction","3 Palms East","Pisaster giganteus","2","Deep",0
2016,"Pre-Construction","3 Palms East","Pisaster ochraceus","1","Inner",0
2016,"Pre-Construction","3 Palms East","Pisaster ochraceus","1","Middle",0
2016,"Pre-Construction","3 Palms East","Pisaster ochraceus","1","Outer",0
2016,"Pre-Construction","3 Palms East","Pisaster ochraceus","1","Deep",0
2016,"Pre-Construction","3 Palms East","Pisaster ochraceus","2","Inner",0
2016,"Pre-Construction","3 Palms East","Pisaster ochraceus","2","Middle",0
2016,"Pre-Construction","3 Palms East","Pisaster ochraceus","2","Outer",0
2016,"Pre-Construction","3 Palms East","Pisaster ochraceus","2","Deep",0
2016,"Pre-Construction","3 Palms East","Strongylocentrotus purpuratus","1","Inner",0.116666666666667
2016,"Pre-Construction","3 Palms East","Strongylocentrotus purpuratus","1","Middle",0
2016,"Pre-Construction","3 Palms East","Strongylocentrotus purpuratus","1","Outer",0
2016,"Pre-Construction","3 Palms East","Strongylocentrotus purpuratus","1","Deep",0
2016,"Pre-Construction","3 Palms East","Strongylocentrotus purpuratus","2","Inner",0
2016,"Pre-Construction","3 Palms East","Strongylocentrotus purpuratus","2","Middle",0
2016,"Pre-Construction","3 Palms East","Strongylocentrotus purpuratus","2","Outer",0.0833333333333333
2016,"Pre-Construction","3 Palms East","Strongylocentrotus purpuratus","2","Deep",0
2017,"Pre-Construction","Ridges North","Apostichopus californicus","1","Inner",0
2017,"Pre-Construction","Ridges North","Apostichopus californicus","1","Middle",0
2017,"Pre-Construction","Ridges North","Apostichopus californicus","1","Outer",0
2017,"Pre-Construction","Ridges North","Apostichopus californicus","1","Deep",0
2017,"Pre-Construction","Ridges North","Apostichopus californicus","2","Inner",0
2017,"Pre-Construction","Ridges North","Apostichopus californicus","2","Middle",0
2017,"Pre-Construction","Ridges North","Apostichopus californicus","2","Outer",0
2017,"Pre-Construction","Ridges North","Apostichopus californicus","2","Deep",0
2017,"Pre-Construction","Ridges North","Apostichopus parvimensis","1","Inner",0
2017,"Pre-Construction","Ridges North","Apostichopus parvimensis","1","Middle",0
2017,"Pre-Construction","Ridges North","Apostichopus parvimensis","1","Outer",0
2017,"Pre-Construction","Ridges North","Apostichopus parvimensis","1","Deep",0
2017,"Pre-Construction","Ridges North","Apostichopus parvimensis","2","Inner",0
2017,"Pre-Construction","Ridges North","Apostichopus parvimensis","2","Middle",0
2017,"Pre-Construction","Ridges North","Apostichopus parvimensis","2","Outer",0
2017,"Pre-Construction","Ridges North","Apostichopus parvimensis","2","Deep",0
2017,"Pre-Construction","Ridges North","Mesocentrotus franciscanus","1","Inner",0
2017,"Pre-Construction","Ridges North","Mesocentrotus franciscanus","1","Middle",0
2017,"Pre-Construction","Ridges North","Mesocentrotus franciscanus","1","Outer",0.0166666666666667
2017,"Pre-Construction","Ridges North","Mesocentrotus franciscanus","1","Deep",0.05
2017,"Pre-Construction","Ridges North","Mesocentrotus franciscanus","2","Inner",0
2017,"Pre-Construction","Ridges North","Mesocentrotus franciscanus","2","Middle",0.0166666666666667
2017,"Pre-Construction","Ridges North","Mesocentrotus franciscanus","2","Outer",0.0833333333333333
2017,"Pre-Construction","Ridges North","Mesocentrotus franciscanus","2","Deep",0.0666666666666667
2017,"Pre-Construction","Ridges North","Patiria miniata","1","Inner",0
2017,"Pre-Construction","Ridges North","Patiria miniata","1","Middle",0
2017,"Pre-Construction","Ridges North","Patiria miniata","1","Outer",0
2017,"Pre-Construction","Ridges North","Patiria miniata","1","Deep",0.0166666666666667
2017,"Pre-Construction","Ridges North","Patiria miniata","2","Inner",0
2017,"Pre-Construction","Ridges North","Patiria miniata","2","Middle",0
2017,"Pre-Construction","Ridges North","Patiria miniata","2","Outer",0
2017,"Pre-Construction","Ridges North","Patiria miniata","2","Deep",0
2017,"Pre-Construction","Ridges North","Pisaster giganteus","1","Inner",0
2017,"Pre-Construction","Ridges North","Pisaster giganteus","1","Middle",0
2017,"Pre-Construction","Ridges North","Pisaster giganteus","1","Outer",0
2017,"Pre-Construction","Ridges North","Pisaster giganteus","1","Deep",0
2017,"Pre-Construction","Ridges North","Pisaster giganteus","2","Inner",0
2017,"Pre-Construction","Ridges North","Pisaster giganteus","2","Middle",0
2017,"Pre-Construction","Ridges North","Pisaster giganteus","2","Outer",0
2017,"Pre-Construction","Ridges North","Pisaster giganteus","2","Deep",0
2017,"Pre-Construction","Ridges North","Pisaster ochraceus","1","Inner",0
2017,"Pre-Construction","Ridges North","Pisaster ochraceus","1","Middle",0
2017,"Pre-Construction","Ridges North","Pisaster ochraceus","1","Outer",0
2017,"Pre-Construction","Ridges North","Pisaster ochraceus","1","Deep",0
2017,"Pre-Construction","Ridges North","Pisaster ochraceus","2","Inner",0
2017,"Pre-Construction","Ridges North","Pisaster ochraceus","2","Middle",0
2017,"Pre-Construction","Ridges North","Pisaster ochraceus","2","Outer",0
2017,"Pre-Construction","Ridges North","Pisaster ochraceus","2","Deep",0
2017,"Pre-Construction","Ridges North","Strongylocentrotus purpuratus","1","Inner",0
2017,"Pre-Construction","Ridges North","Strongylocentrotus purpuratus","1","Middle",0
2017,"Pre-Construction","Ridges North","Strongylocentrotus purpuratus","1","Outer",0
2017,"Pre-Construction","Ridges North","Strongylocentrotus purpuratus","1","Deep",0
2017,"Pre-Construction","Ridges North","Strongylocentrotus purpuratus","2","Inner",0
2017,"Pre-Construction","Ridges North","Strongylocentrotus purpuratus","2","Middle",0.0333333333333333
2017,"Pre-Construction","Ridges North","Strongylocentrotus purpuratus","2","Outer",0.0333333333333333
2017,"Pre-Construction","Ridges North","Strongylocentrotus purpuratus","2","Deep",0
2017,"Pre-Construction","Rocky Point North","Apostichopus californicus","1","Inner",0
2017,"Pre-Construction","Rocky Point North","Apostichopus californicus","1","Middle",0
2017,"Pre-Construction","Rocky Point North","Apostichopus californicus","1","Outer",0
2017,"Pre-Construction","Rocky Point North","Apostichopus californicus","1","Deep",0
2017,"Pre-Construction","Rocky Point North","Apostichopus californicus","2","Inner",0
2017,"Pre-Construction","Rocky Point North","Apostichopus californicus","2","Middle",0
2017,"Pre-Construction","Rocky Point North","Apostichopus californicus","2","Outer",0
2017,"Pre-Construction","Rocky Point North","Apostichopus californicus","2","Deep",0
2017,"Pre-Construction","Rocky Point North","Apostichopus parvimensis","1","Inner",0
2017,"Pre-Construction","Rocky Point North","Apostichopus parvimensis","1","Middle",0
2017,"Pre-Construction","Rocky Point North","Apostichopus parvimensis","1","Outer",0.05
2017,"Pre-Construction","Rocky Point North","Apostichopus parvimensis","1","Deep",0
2017,"Pre-Construction","Rocky Point North","Apostichopus parvimensis","2","Inner",0
2017,"Pre-Construction","Rocky Point North","Apostichopus parvimensis","2","Middle",0
2017,"Pre-Construction","Rocky Point North","Apostichopus parvimensis","2","Outer",0.0666666666666667
2017,"Pre-Construction","Rocky Point North","Apostichopus parvimensis","2","Deep",0
2017,"Pre-Construction","Rocky Point North","Mesocentrotus franciscanus","1","Inner",0
2017,"Pre-Construction","Rocky Point North","Mesocentrotus franciscanus","1","Middle",0
2017,"Pre-Construction","Rocky Point North","Mesocentrotus franciscanus","1","Outer",0.183333333333333
2017,"Pre-Construction","Rocky Point North","Mesocentrotus franciscanus","1","Deep",0.0333333333333333
2017,"Pre-Construction","Rocky Point North","Mesocentrotus franciscanus","2","Inner",0
2017,"Pre-Construction","Rocky Point North","Mesocentrotus franciscanus","2","Middle",0
2017,"Pre-Construction","Rocky Point North","Mesocentrotus franciscanus","2","Outer",0.15
2017,"Pre-Construction","Rocky Point North","Mesocentrotus franciscanus","2","Deep",0.0833333333333333
2017,"Pre-Construction","Rocky Point North","Patiria miniata","1","Inner",0
2017,"Pre-Construction","Rocky Point North","Patiria miniata","1","Middle",0
2017,"Pre-Construction","Rocky Point North","Patiria miniata","1","Outer",0
2017,"Pre-Construction","Rocky Point North","Patiria miniata","1","Deep",0
2017,"Pre-Construction","Rocky Point North","Patiria miniata","2","Inner",0
2017,"Pre-Construction","Rocky Point North","Patiria miniata","2","Middle",0
2017,"Pre-Construction","Rocky Point North","Patiria miniata","2","Outer",0
2017,"Pre-Construction","Rocky Point North","Patiria miniata","2","Deep",0.0666666666666667
2017,"Pre-Construction","Rocky Point North","Pisaster giganteus","1","Inner",0
2017,"Pre-Construction","Rocky Point North","Pisaster giganteus","1","Middle",0
2017,"Pre-Construction","Rocky Point North","Pisaster giganteus","1","Outer",0
2017,"Pre-Construction","Rocky Point North","Pisaster giganteus","1","Deep",0
2017,"Pre-Construction","Rocky Point North","Pisaster giganteus","2","Inner",0
2017,"Pre-Construction","Rocky Point North","Pisaster giganteus","2","Middle",0
2017,"Pre-Construction","Rocky Point North","Pisaster giganteus","2","Outer",0.0166666666666667
2017,"Pre-Construction","Rocky Point North","Pisaster giganteus","2","Deep",0
2017,"Pre-Construction","Rocky Point North","Pisaster ochraceus","1","Inner",0
2017,"Pre-Construction","Rocky Point North","Pisaster ochraceus","1","Middle",0
2017,"Pre-Construction","Rocky Point North","Pisaster ochraceus","1","Outer",0
2017,"Pre-Construction","Rocky Point North","Pisaster ochraceus","1","Deep",0
2017,"Pre-Construction","Rocky Point North","Pisaster ochraceus","2","Inner",0
2017,"Pre-Construction","Rocky Point North","Pisaster ochraceus","2","Middle",0
2017,"Pre-Construction","Rocky Point North","Pisaster ochraceus","2","Outer",0
2017,"Pre-Construction","Rocky Point North","Pisaster ochraceus","2","Deep",0
2017,"Pre-Construction","Rocky Point North","Strongylocentrotus purpuratus","1","Inner",0.0166666666666667
2017,"Pre-Construction","Rocky Point North","Strongylocentrotus purpuratus","1","Middle",0
2017,"Pre-Construction","Rocky Point North","Strongylocentrotus purpuratus","1","Outer",0.0666666666666667
2017,"Pre-Construction","Rocky Point North","Strongylocentrotus purpuratus","1","Deep",0
2017,"Pre-Construction","Rocky Point North","Strongylocentrotus purpuratus","2","Inner",0
2017,"Pre-Construction","Rocky Point North","Strongylocentrotus purpuratus","2","Middle",0
2017,"Pre-Construction","Rocky Point North","Strongylocentrotus purpuratus","2","Outer",0.0166666666666667
2017,"Pre-Construction","Rocky Point North","Strongylocentrotus purpuratus","2","Deep",0
2017,"Pre-Construction","Rocky Point South","Apostichopus californicus","1","Inner",0
2017,"Pre-Construction","Rocky Point South","Apostichopus californicus","1","Middle",0
2017,"Pre-Construction","Rocky Point South","Apostichopus californicus","1","Outer",0
2017,"Pre-Construction","Rocky Point South","Apostichopus californicus","1","Deep",0
2017,"Pre-Construction","Rocky Point South","Apostichopus californicus","2","Inner",0
2017,"Pre-Construction","Rocky Point South","Apostichopus californicus","2","Middle",0
2017,"Pre-Construction","Rocky Point South","Apostichopus californicus","2","Outer",0
2017,"Pre-Construction","Rocky Point South","Apostichopus californicus","2","Deep",0
2017,"Pre-Construction","Rocky Point South","Apostichopus parvimensis","1","Inner",0
2017,"Pre-Construction","Rocky Point South","Apostichopus parvimensis","1","Middle",0
2017,"Pre-Construction","Rocky Point South","Apostichopus parvimensis","1","Outer",0.0166666666666667
2017,"Pre-Construction","Rocky Point South","Apostichopus parvimensis","1","Deep",0
2017,"Pre-Construction","Rocky Point South","Apostichopus parvimensis","2","Inner",0
2017,"Pre-Construction","Rocky Point South","Apostichopus parvimensis","2","Middle",0.0166666666666667
2017,"Pre-Construction","Rocky Point South","Apostichopus parvimensis","2","Outer",0
2017,"Pre-Construction","Rocky Point South","Apostichopus parvimensis","2","Deep",0
2017,"Pre-Construction","Rocky Point South","Mesocentrotus franciscanus","1","Inner",0
2017,"Pre-Construction","Rocky Point South","Mesocentrotus franciscanus","1","Middle",0.0333333333333333
2017,"Pre-Construction","Rocky Point South","Mesocentrotus franciscanus","1","Outer",0.0166666666666667
2017,"Pre-Construction","Rocky Point South","Mesocentrotus franciscanus","1","Deep",0.0666666666666667
2017,"Pre-Construction","Rocky Point South","Mesocentrotus franciscanus","2","Inner",0
2017,"Pre-Construction","Rocky Point South","Mesocentrotus franciscanus","2","Middle",0
2017,"Pre-Construction","Rocky Point South","Mesocentrotus franciscanus","2","Outer",0.0166666666666667
2017,"Pre-Construction","Rocky Point South","Mesocentrotus franciscanus","2","Deep",0
2017,"Pre-Construction","Rocky Point South","Patiria miniata","1","Inner",0
2017,"Pre-Construction","Rocky Point South","Patiria miniata","1","Middle",0.0166666666666667
2017,"Pre-Construction","Rocky Point South","Patiria miniata","1","Outer",0
2017,"Pre-Construction","Rocky Point South","Patiria miniata","1","Deep",0.0166666666666667
2017,"Pre-Construction","Rocky Point South","Patiria miniata","2","Inner",0
2017,"Pre-Construction","Rocky Point South","Patiria miniata","2","Middle",0.0166666666666667
2017,"Pre-Construction","Rocky Point South","Patiria miniata","2","Outer",0
2017,"Pre-Construction","Rocky Point South","Patiria miniata","2","Deep",0.0833333333333333
2017,"Pre-Construction","Rocky Point South","Pisaster giganteus","1","Inner",0
2017,"Pre-Construction","Rocky Point South","Pisaster giganteus","1","Middle",0
2017,"Pre-Construction","Rocky Point South","Pisaster giganteus","1","Outer",0
2017,"Pre-Construction","Rocky Point South","Pisaster giganteus","1","Deep",0
2017,"Pre-Construction","Rocky Point South","Pisaster giganteus","2","Inner",0
2017,"Pre-Construction","Rocky Point South","Pisaster giganteus","2","Middle",0
2017,"Pre-Construction","Rocky Point South","Pisaster giganteus","2","Outer",0
2017,"Pre-Construction","Rocky Point South","Pisaster giganteus","2","Deep",0
2017,"Pre-Construction","Rocky Point South","Pisaster ochraceus","1","Inner",0
2017,"Pre-Construction","Rocky Point South","Pisaster ochraceus","1","Middle",0
2017,"Pre-Construction","Rocky Point South","Pisaster ochraceus","1","Outer",0
2017,"Pre-Construction","Rocky Point South","Pisaster ochraceus","1","Deep",0
2017,"Pre-Construction","Rocky Point South","Pisaster ochraceus","2","Inner",0
2017,"Pre-Construction","Rocky Point South","Pisaster ochraceus","2","Middle",0
2017,"Pre-Construction","Rocky Point South","Pisaster ochraceus","2","Outer",0
2017,"Pre-Construction","Rocky Point South","Pisaster ochraceus","2","Deep",0
2017,"Pre-Construction","Rocky Point South","Strongylocentrotus purpuratus","1","Inner",0
2017,"Pre-Construction","Rocky Point South","Strongylocentrotus purpuratus","1","Middle",0.1
2017,"Pre-Construction","Rocky Point South","Strongylocentrotus purpuratus","1","Outer",0
2017,"Pre-Construction","Rocky Point South","Strongylocentrotus purpuratus","1","Deep",0
2017,"Pre-Construction","Rocky Point South","Strongylocentrotus purpuratus","2","Inner",0
2017,"Pre-Construction","Rocky Point South","Strongylocentrotus purpuratus","2","Middle",0.2
2017,"Pre-Construction","Rocky Point South","Strongylocentrotus purpuratus","2","Outer",0.15
2017,"Pre-Construction","Rocky Point South","Strongylocentrotus purpuratus","2","Deep",0.05
2017,"Pre-Construction","Lunada Bay","Apostichopus californicus","1","Inner",0
2017,"Pre-Construction","Lunada Bay","Apostichopus californicus","1","Middle",0
2017,"Pre-Construction","Lunada Bay","Apostichopus californicus","1","Outer",0
2017,"Pre-Construction","Lunada Bay","Apostichopus californicus","1","Deep",0
2017,"Pre-Construction","Lunada Bay","Apostichopus californicus","2","Inner",0
2017,"Pre-Construction","Lunada Bay","Apostichopus californicus","2","Middle",0
2017,"Pre-Construction","Lunada Bay","Apostichopus californicus","2","Outer",0
2017,"Pre-Construction","Lunada Bay","Apostichopus californicus","2","Deep",0
2017,"Pre-Construction","Lunada Bay","Apostichopus parvimensis","1","Inner",0
2017,"Pre-Construction","Lunada Bay","Apostichopus parvimensis","1","Middle",0
2017,"Pre-Construction","Lunada Bay","Apostichopus parvimensis","1","Outer",0
2017,"Pre-Construction","Lunada Bay","Apostichopus parvimensis","1","Deep",0
2017,"Pre-Construction","Lunada Bay","Apostichopus parvimensis","2","Inner",0
2017,"Pre-Construction","Lunada Bay","Apostichopus parvimensis","2","Middle",0
2017,"Pre-Construction","Lunada Bay","Apostichopus parvimensis","2","Outer",0
2017,"Pre-Construction","Lunada Bay","Apostichopus parvimensis","2","Deep",0
2017,"Pre-Construction","Lunada Bay","Mesocentrotus franciscanus","1","Inner",0
2017,"Pre-Construction","Lunada Bay","Mesocentrotus franciscanus","1","Middle",0
2017,"Pre-Construction","Lunada Bay","Mesocentrotus franciscanus","1","Outer",0.0833333333333333
2017,"Pre-Construction","Lunada Bay","Mesocentrotus franciscanus","1","Deep",0.0666666666666667
2017,"Pre-Construction","Lunada Bay","Mesocentrotus franciscanus","2","Inner",0
2017,"Pre-Construction","Lunada Bay","Mesocentrotus franciscanus","2","Middle",0.05
2017,"Pre-Construction","Lunada Bay","Mesocentrotus franciscanus","2","Outer",0.183333333333333
2017,"Pre-Construction","Lunada Bay","Mesocentrotus franciscanus","2","Deep",0.116666666666667
2017,"Pre-Construction","Lunada Bay","Patiria miniata","1","Inner",0
2017,"Pre-Construction","Lunada Bay","Patiria miniata","1","Middle",0
2017,"Pre-Construction","Lunada Bay","Patiria miniata","1","Outer",0
2017,"Pre-Construction","Lunada Bay","Patiria miniata","1","Deep",0
2017,"Pre-Construction","Lunada Bay","Patiria miniata","2","Inner",0
2017,"Pre-Construction","Lunada Bay","Patiria miniata","2","Middle",0
2017,"Pre-Construction","Lunada Bay","Patiria miniata","2","Outer",0
2017,"Pre-Construction","Lunada Bay","Patiria miniata","2","Deep",0
2017,"Pre-Construction","Lunada Bay","Pisaster giganteus","1","Inner",0
2017,"Pre-Construction","Lunada Bay","Pisaster giganteus","1","Middle",0
2017,"Pre-Construction","Lunada Bay","Pisaster giganteus","1","Outer",0
2017,"Pre-Construction","Lunada Bay","Pisaster giganteus","1","Deep",0
2017,"Pre-Construction","Lunada Bay","Pisaster giganteus","2","Inner",0
2017,"Pre-Construction","Lunada Bay","Pisaster giganteus","2","Middle",0
2017,"Pre-Construction","Lunada Bay","Pisaster giganteus","2","Outer",0
2017,"Pre-Construction","Lunada Bay","Pisaster giganteus","2","Deep",0
2017,"Pre-Construction","Lunada Bay","Pisaster ochraceus","1","Inner",0
2017,"Pre-Construction","Lunada Bay","Pisaster ochraceus","1","Middle",0
2017,"Pre-Construction","Lunada Bay","Pisaster ochraceus","1","Outer",0
2017,"Pre-Construction","Lunada Bay","Pisaster ochraceus","1","Deep",0
2017,"Pre-Construction","Lunada Bay","Pisaster ochraceus","2","Inner",0
2017,"Pre-Construction","Lunada Bay","Pisaster ochraceus","2","Middle",0
2017,"Pre-Construction","Lunada Bay","Pisaster ochraceus","2","Outer",0
2017,"Pre-Construction","Lunada Bay","Pisaster ochraceus","2","Deep",0
2017,"Pre-Construction","Lunada Bay","Strongylocentrotus purpuratus","1","Inner",0
2017,"Pre-Construction","Lunada Bay","Strongylocentrotus purpuratus","1","Middle",0.0333333333333333
2017,"Pre-Construction","Lunada Bay","Strongylocentrotus purpuratus","1","Outer",0.0666666666666667
2017,"Pre-Construction","Lunada Bay","Strongylocentrotus purpuratus","1","Deep",0
2017,"Pre-Construction","Lunada Bay","Strongylocentrotus purpuratus","2","Inner",0.0166666666666667
2017,"Pre-Construction","Lunada Bay","Strongylocentrotus purpuratus","2","Middle",0
2017,"Pre-Construction","Lunada Bay","Strongylocentrotus purpuratus","2","Outer",0.0166666666666667
2017,"Pre-Construction","Lunada Bay","Strongylocentrotus purpuratus","2","Deep",0
2017,"Pre-Construction","Resort Point","Apostichopus californicus","1","Inner",0
2017,"Pre-Construction","Resort Point","Apostichopus californicus","1","Middle",0
2017,"Pre-Construction","Resort Point","Apostichopus californicus","1","Outer",0
2017,"Pre-Construction","Resort Point","Apostichopus californicus","1","Deep",0
2017,"Pre-Construction","Resort Point","Apostichopus californicus","2","Inner",0
2017,"Pre-Construction","Resort Point","Apostichopus californicus","2","Middle",0
2017,"Pre-Construction","Resort Point","Apostichopus californicus","2","Outer",0
2017,"Pre-Construction","Resort Point","Apostichopus californicus","2","Deep",0
2017,"Pre-Construction","Resort Point","Apostichopus parvimensis","1","Inner",0
2017,"Pre-Construction","Resort Point","Apostichopus parvimensis","1","Middle",0.05
2017,"Pre-Construction","Resort Point","Apostichopus parvimensis","1","Outer",0.0166666666666667
2017,"Pre-Construction","Resort Point","Apostichopus parvimensis","1","Deep",0
2017,"Pre-Construction","Resort Point","Apostichopus parvimensis","2","Inner",0
2017,"Pre-Construction","Resort Point","Apostichopus parvimensis","2","Middle",0
2017,"Pre-Construction","Resort Point","Apostichopus parvimensis","2","Outer",0.0833333333333333
2017,"Pre-Construction","Resort Point","Apostichopus parvimensis","2","Deep",0
2017,"Pre-Construction","Resort Point","Mesocentrotus franciscanus","1","Inner",0.05
2017,"Pre-Construction","Resort Point","Mesocentrotus franciscanus","1","Middle",0.316666666666667
2017,"Pre-Construction","Resort Point","Mesocentrotus franciscanus","1","Outer",0.3
2017,"Pre-Construction","Resort Point","Mesocentrotus franciscanus","1","Deep",0.183333333333333
2017,"Pre-Construction","Resort Point","Mesocentrotus franciscanus","2","Inner",0.05
2017,"Pre-Construction","Resort Point","Mesocentrotus franciscanus","2","Middle",0.283333333333333
2017,"Pre-Construction","Resort Point","Mesocentrotus franciscanus","2","Outer",0.366666666666667
2017,"Pre-Construction","Resort Point","Mesocentrotus franciscanus","2","Deep",0.166666666666667
2017,"Pre-Construction","Resort Point","Patiria miniata","1","Inner",0
2017,"Pre-Construction","Resort Point","Patiria miniata","1","Middle",0.0166666666666667
2017,"Pre-Construction","Resort Point","Patiria miniata","1","Outer",0.0833333333333333
2017,"Pre-Construction","Resort Point","Patiria miniata","1","Deep",0.466666666666667
2017,"Pre-Construction","Resort Point","Patiria miniata","2","Inner",0
2017,"Pre-Construction","Resort Point","Patiria miniata","2","Middle",0
2017,"Pre-Construction","Resort Point","Patiria miniata","2","Outer",0.0333333333333333
2017,"Pre-Construction","Resort Point","Patiria miniata","2","Deep",0.466666666666667
2017,"Pre-Construction","Resort Point","Pisaster giganteus","1","Inner",0
2017,"Pre-Construction","Resort Point","Pisaster giganteus","1","Middle",0
2017,"Pre-Construction","Resort Point","Pisaster giganteus","1","Outer",0.0333333333333333
2017,"Pre-Construction","Resort Point","Pisaster giganteus","1","Deep",0
2017,"Pre-Construction","Resort Point","Pisaster giganteus","2","Inner",0
2017,"Pre-Construction","Resort Point","Pisaster giganteus","2","Middle",0
2017,"Pre-Construction","Resort Point","Pisaster giganteus","2","Outer",0.0333333333333333
2017,"Pre-Construction","Resort Point","Pisaster giganteus","2","Deep",0
2017,"Pre-Construction","Resort Point","Pisaster ochraceus","1","Inner",0
2017,"Pre-Construction","Resort Point","Pisaster ochraceus","1","Middle",0
2017,"Pre-Construction","Resort Point","Pisaster ochraceus","1","Outer",0
2017,"Pre-Construction","Resort Point","Pisaster ochraceus","1","Deep",0
2017,"Pre-Construction","Resort Point","Pisaster ochraceus","2","Inner",0
2017,"Pre-Construction","Resort Point","Pisaster ochraceus","2","Middle",0
2017,"Pre-Construction","Resort Point","Pisaster ochraceus","2","Outer",0
2017,"Pre-Construction","Resort Point","Pisaster ochraceus","2","Deep",0
2017,"Pre-Construction","Resort Point","Strongylocentrotus purpuratus","1","Inner",0.0833333333333333
2017,"Pre-Construction","Resort Point","Strongylocentrotus purpuratus","1","Middle",0.683333333333333
2017,"Pre-Construction","Resort Point","Strongylocentrotus purpuratus","1","Outer",0.566666666666667
2017,"Pre-Construction","Resort Point","Strongylocentrotus purpuratus","1","Deep",0.1
2017,"Pre-Construction","Resort Point","Strongylocentrotus purpuratus","2","Inner",0.0833333333333333
2017,"Pre-Construction","Resort Point","Strongylocentrotus purpuratus","2","Middle",0.45
2017,"Pre-Construction","Resort Point","Strongylocentrotus purpuratus","2","Outer",0.35
