Site,Year,Species,DiveReplicate,DepthZone,Density_m2,mean_chl_mg_m3,max_chl_mg_m3,min_chl_mg_m3,mean_sst_C,max_sst_C,min_sst_C,dist_200m_bath,Relief_index,Relief_SD,Relief_simpson,Substrate_index,Substrate_SD,Substrate_simpson,Latitude,Longitude,Density_100m2,Era,FunctionalGroup,Site_Category,DZ_Density_100m2,mean_Density_100m2
Bunker Point,2019,Pisaster ochraceus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Wasting Event,Stars,PVR&Adj,0,0
Bunker Point,2019,Strongylocentrotus purpuratus,1,Outer,0.0166666666666667,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,1.66666666666667,Wasting Event,Urchins,PVR&Adj,0.833333333333335,0.833333333333335
Bunker Point,2019,Strongylocentrotus purpuratus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Wasting Event,Urchins,PVR&Adj,0,0
Bunker Point,2019,Strongylocentrotus purpuratus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Wasting Event,Urchins,PVR&Adj,0.833333333333335,0.833333333333335
Bunker Point,2019,Strongylocentrotus purpuratus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Wasting Event,Urchins,PVR&Adj,0,0
Bunker Point,2020,Mesocentrotus franciscanus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,5,5
Bunker Point,2020,Mesocentrotus franciscanus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2020,Mesocentrotus franciscanus,2,Outer,0.1,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,10,Post-Wasting Recovery,Urchins,PVR&Adj,5,5
Bunker Point,2020,Mesocentrotus franciscanus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2020,Patiria miniata,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2020,Patiria miniata,1,Deep,0.0333333333333333,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,3.33333333333333,Post-Wasting Recovery,Stars,PVR&Adj,6.666666666666665,6.666666666666665
Bunker Point,2020,Patiria miniata,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2020,Patiria miniata,2,Deep,0.1,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,10,Post-Wasting Recovery,Stars,PVR&Adj,6.666666666666665,6.666666666666665
Bunker Point,2020,Pisaster giganteus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2020,Pisaster giganteus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2020,Pisaster giganteus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2020,Pisaster giganteus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2020,Pisaster ochraceus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2020,Pisaster ochraceus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2020,Pisaster ochraceus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2020,Pisaster ochraceus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2020,Strongylocentrotus purpuratus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,1.666666666666665,1.666666666666665
Bunker Point,2020,Strongylocentrotus purpuratus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2020,Strongylocentrotus purpuratus,2,Outer,0.0333333333333333,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,3.33333333333333,Post-Wasting Recovery,Urchins,PVR&Adj,1.666666666666665,1.666666666666665
Bunker Point,2020,Strongylocentrotus purpuratus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2021,Mesocentrotus franciscanus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2021,Mesocentrotus franciscanus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0.833333333333335,0.833333333333335
Bunker Point,2021,Mesocentrotus franciscanus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2021,Mesocentrotus franciscanus,2,Deep,0.0166666666666667,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,1.66666666666667,Post-Wasting Recovery,Urchins,PVR&Adj,0.833333333333335,0.833333333333335
Bunker Point,2021,Patiria miniata,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2021,Patiria miniata,1,Deep,0.0166666666666667,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,1.66666666666667,Post-Wasting Recovery,Stars,PVR&Adj,1.66666666666667,1.66666666666667
Bunker Point,2021,Patiria miniata,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2021,Patiria miniata,2,Deep,0.0166666666666667,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,1.66666666666667,Post-Wasting Recovery,Stars,PVR&Adj,1.66666666666667,1.66666666666667
Bunker Point,2021,Pisaster giganteus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2021,Pisaster giganteus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2021,Pisaster giganteus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2021,Pisaster giganteus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2021,Pisaster ochraceus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2021,Pisaster ochraceus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2021,Pisaster ochraceus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2021,Pisaster ochraceus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2021,Strongylocentrotus purpuratus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2021,Strongylocentrotus purpuratus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2021,Strongylocentrotus purpuratus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2021,Strongylocentrotus purpuratus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2022,Mesocentrotus franciscanus,1,Outer,0.0166666666666667,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,1.66666666666667,Post-Wasting Recovery,Urchins,PVR&Adj,0.833333333333335,0.833333333333335
Bunker Point,2022,Mesocentrotus franciscanus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2022,Mesocentrotus franciscanus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,0.833333333333335,0.833333333333335
Bunker Point,2022,Mesocentrotus franciscanus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2022,Patiria miniata,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2022,Patiria miniata,1,Deep,0.166666666666667,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,16.6666666666667,Post-Wasting Recovery,Stars,PVR&Adj,10.83333333333335,10.83333333333335
Bunker Point,2022,Patiria miniata,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2022,Patiria miniata,2,Deep,0.05,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,5,Post-Wasting Recovery,Stars,PVR&Adj,10.83333333333335,10.83333333333335
Bunker Point,2022,Pisaster giganteus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2022,Pisaster giganteus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2022,Pisaster giganteus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2022,Pisaster giganteus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2022,Pisaster ochraceus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2022,Pisaster ochraceus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2022,Pisaster ochraceus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2022,Pisaster ochraceus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2022,Strongylocentrotus purpuratus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2022,Strongylocentrotus purpuratus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2022,Strongylocentrotus purpuratus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2022,Strongylocentrotus purpuratus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,0,0
Bunker Point,2023,Mesocentrotus franciscanus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,3.333333333333335,3.333333333333335
Bunker Point,2023,Mesocentrotus franciscanus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Urchins,PVR&Adj,5,5
Bunker Point,2023,Mesocentrotus franciscanus,2,Outer,0.0666666666666667,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,6.66666666666667,Post-Wasting Recovery,Urchins,PVR&Adj,3.333333333333335,3.333333333333335
Bunker Point,2023,Mesocentrotus franciscanus,2,Deep,0.1,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,10,Post-Wasting Recovery,Urchins,PVR&Adj,5,5
Bunker Point,2023,Patiria miniata,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,1.666666666666665,1.666666666666665
Bunker Point,2023,Patiria miniata,1,Deep,0.133333333333333,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,13.3333333333333,Post-Wasting Recovery,Stars,PVR&Adj,25,25
Bunker Point,2023,Patiria miniata,2,Outer,0.0333333333333333,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,3.33333333333333,Post-Wasting Recovery,Stars,PVR&Adj,1.666666666666665,1.666666666666665
Bunker Point,2023,Patiria miniata,2,Deep,0.366666666666667,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,36.6666666666667,Post-Wasting Recovery,Stars,PVR&Adj,25,25
Bunker Point,2023,Pisaster giganteus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2023,Pisaster giganteus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2023,Pisaster giganteus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2023,Pisaster giganteus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2023,Pisaster ochraceus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2023,Pisaster ochraceus,1,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2023,Pisaster ochraceus,2,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2023,Pisaster ochraceus,2,Deep,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2267.94632797238,0.05445,0.119736832776926,0.0724462365591398,3.05849375,0.994597966858969,0.453091397849462,33.72336,-118.35413,0,Post-Wasting Recovery,Stars,PVR&Adj,0,0
Bunker Point,2023,Strongylocentrotus purpuratus,1,Outer,0,4.61484076050431,10.2069465595911,0.780742643896155,18.075,21.80625,15.91875,2402.05552461228,0.05846875,0.0789453661729567,0.0532258064516129,3.40123125,0.976163002104388,0.376344086021505,33.72461,-118.35418,0,Post-Wasting Recovery,Urchins,PVR&Adj,8.33333333333335,8.33333333333335
